Start Time,End Time,Subtitle
00:36:58:13,00:36:59:17,And pickable locks.
00:36:59:19,00:37:01:04,"- Hmm. - It's child's play, really."
00:37:01:04,00:37:02:04,Child's play?
00:37:02:08,00:37:03:15,They're inside airport security.
00:37:03:19,00:37:06:17,"They have to worry about climate control, not armed raids."
00:37:06:21,00:37:09:13,"So, how do we get enough firepower through the perimeter"
00:37:09:17,00:37:11:07,to trigger the lockdown procedure?
00:37:13:03,00:37:14:15,Back wall of the freeport.
00:37:14:20,00:37:15:22,You've got something?
00:37:16:21,00:37:18:08,Not gonna like it.
00:37:19:04,00:37:20:24,You wanna crash a plane?
00:37:21:04,00:37:23:10,"Well, not from the air. Don't be so dramatic."
00:37:23:14,00:37:26:05,I want to run a jet off the taxiway
00:37:26:07,00:37:28:14,and breach the rear wall and start a fire.
00:37:30:12,00:37:32:02,"Well, how big a plane?"
00:37:32:20,00:37:36:16,"Well, that part is a little dramatic."
00:37:37:11,00:37:39:14,This is mahir.
00:37:39:18,00:37:40:20,His team'll work the plane.
00:37:40:23,00:37:42:02,There can't be passengers.
00:37:42:06,00:37:43:19,Norsk freight.
00:37:43:23,00:37:46:05,They use the hangar on the West Side of the freeport.
00:37:46:09,00:37:48:15,You want to crash a transport plane? What about the crew?
00:37:48:17,00:37:50:06,"We pop the slides, Chuck 'em off."
00:37:50:10,00:37:51:16,On the move?
00:37:51:20,00:37:53:08,What's the problem? They'll be fine.
00:37:54:11,00:37:56:02,"Well, it seems bold."
00:37:56:07,00:37:59:00,Bold I'm fine with. I thought you were gonna say nuts.
00:37:59:03,00:38:00:06,And if you get caught?
00:38:00:07,00:38:01:07,We won't.
00:38:01:08,00:38:02:15,And if you do?
00:38:03:09,00:38:05:13,"Everyone assumes terrorism, but no one's died,"
00:38:05:15,00:38:08:13,so swift extradition then lost in the system.
00:38:08:17,00:38:10:11,It'll barely make the news.
00:38:10:13,00:38:12:21,"Oh, depends on the size of your explosion."
00:38:13:01,00:38:15:06,"Well, actually, the gold bars might get some play."
00:38:15:10,00:38:16:13,Gold bars?
00:38:16:17,00:38:18:19,Norsk freight ships treasury gold once a month.
00:38:18:23,00:38:21:08,Blow the back. Drop it out on the runway.
00:38:22:12,00:38:25:21,No one will be looking at the building. I guarantee you.
00:38:28:23,00:38:31:04,The space in the center of the Pentagon is too big.
00:38:31:04,00:38:32:10,There's something there.
00:38:33:03,00:38:35:09,"Can't figure it out, it's just not marked."
00:38:37:10,00:38:38:14,That's 45 seconds.
00:38:38:19,00:38:39:21,Ample.
00:38:39:23,00:38:41:04,Won't you be running?
00:38:42:23,00:38:44:07,"All right, it's your turn."
00:38:44:08,00:38:45:16,Start packing.
00:39:02:12,00:39:04:21,"Gentlemen, if you would, through the detector, please."
00:39:08:20,00:39:09:20,Sir?
00:39:10:01,00:39:11:04,Oh.
00:39:11:14,00:39:12:14,"And, sir."
00:39:21:09,00:39:23:15,"I can offer you, perhaps, a coffee, water?"
00:39:23:20,00:39:25:10,"No, I'll take an Espresso."
00:39:25:12,00:39:27:04,#NAME?
00:39:27:08,00:39:28:21,Excellent.
00:39:37:21,00:39:39:16,Is everybody on this plane vegetarian?
00:39:39:20,00:39:41:20,Because all I got here is vegetarian.
00:39:43:21,00:39:46:06,"So that looks like meat,"
00:39:46:10,00:39:48:24,but I think that looks vegetarian. I think they both look vegetarian.
00:39:49:00,00:39:51:04,"I don't really know. It's confusing, ya know?"
00:39:52:00,00:39:53:00,Okay.
00:40:00:06,00:40:01:12,"This way, gentlemen."
00:40:17:16,00:40:19:17,"Gentlemen, your assigned compartment."
00:40:30:13,00:40:32:14,Carry on. Not the radio.
00:40:39:09,00:40:40:14,Let's go.
00:40:56:17,00:40:58:10,Uh...
00:41:11:00,00:41:12:00,Yoga.
00:41:17:02,00:41:18:23,Let's go! Now!
00:41:49:13,00:41:50:13,"Go, go, go!"
00:42:26:02,00:42:28:06,Right. Um...
00:42:42:15,00:42:44:13,"You said ten seconds, right?"
00:44:05:09,00:44:07:12,There's someone in here with us.
00:44:21:21,00:44:23:22,#NAME?
00:44:52:06,00:44:53:06,Don't touch them!
00:44:54:04,00:44:55:10,The hell happened here?
00:45:01:02,00:45:02:19,It hasn't happened yet.
00:47:22:02,00:47:23:06,Don't kill him!
00:47:24:03,00:47:26:09,We need to know if we've been compromised.
00:47:28:13,00:47:30:13,Why are you here?
00:47:30:17,00:47:32:10,Who are you?
00:47:33:04,00:47:35:05,How'd you know we'd be here?
00:47:50:08,00:47:51:23,We need to go.
00:47:57:03,00:47:59:03,What happened to the other guy?
00:47:59:18,00:48:01:20,Took care of him.
00:48:16:11,00:48:17:24,"Well, I've seen too much."
00:48:18:05,00:48:20:15,"I'm still alive, which must mean you've decided to trust me."
00:48:20:20,00:48:22:12,Or maybe I lost my edge.
00:48:22:17,00:48:24:07,Edge is still intact.
00:48:26:09,00:48:27:23,There's a cold war.
00:48:28:12,00:48:29:12,Nuclear?
00:48:29:20,00:48:31:02,Temporal.
00:48:32:11,00:48:33:11,Time travel?
00:48:33:13,00:48:34:13,No.
00:48:34:22,00:48:37:19,Technology that can invert an object's entropy.
00:48:38:22,00:48:40:12,You mean reverse chronology.
00:48:40:16,00:48:43:04,Like feynman and Wheeler's notion that a positron is an electron
00:48:43:04,00:48:44:06,moving backwards in time?
00:48:44:10,00:48:46:02,"Sure, that's exactly what I meant."
00:48:46:06,00:48:47:16,I have a master's in physics.
00:48:47:20,00:48:49:04,"Well, try and keep up."
00:48:49:08,00:48:50:19,The implications of this are...
00:48:50:23,00:48:51:23,Beyond secret.
00:48:52:02,00:48:53:04,Then why'd you bring me in?
00:48:53:07,00:48:56:03,I thought we'd find a drawing and a couple boxes of bullets.
00:48:56:07,00:48:57:22,Not as surprised as I was.
00:48:58:02,00:49:00:23,I'm going back to Mumbai to get some answers.
00:49:01:24,00:49:05:03,"I'll set you up as a go-between. But remember, to you..."
00:49:06:08,00:49:08:18,It's all about plutonium.
00:49:08:22,00:49:10:09,"And when we're done, they'll kill you."
00:49:10:10,00:49:12:16,Won't you have to do that anyway?
00:49:13:08,00:49:14:23,I'd rather it be my decision.
00:49:15:03,00:49:16:03,So would I.
00:49:16:20,00:49:17:20,I think.
00:49:29:23,00:49:30:23,Your work?
00:49:35:08,00:49:38:06,Two antagonists. One inverted.
00:49:38:10,00:49:42:03,"We took out the regular one, but the inverted one got away."
00:49:42:08,00:49:43:15,Both emerged at the same moment?
00:49:43:20,00:49:44:20,Yeanh.
00:49:45:13,00:49:46:15,They were the same person.
00:49:48:06,00:49:50:02,Sator's built a turnstile in that vault.
00:49:50:06,00:49:51:11,Turnstile?
00:49:51:15,00:49:54:01,A machine for inverting.
00:49:54:05,00:49:56:20,You've told me that technology hasn't been invented yet.
00:49:56:24,00:49:57:24,It hasn't.
00:49:58:01,00:49:59:09,He's been given it by the future.
00:49:59:12,00:50:00:22,For what?
00:50:01:08,00:50:03:03,You have the best chance of finding out.
00:50:04:16,00:50:06:12,- Have you met him? - / was close.
00:50:06:13,00:50:08:21,What if you have something he needs?
00:50:09:01,00:50:10:10,Such as?
00:50:10:14,00:50:12:17,Plutonium-241.
00:50:12:21,00:50:15:22,Sator tried to lift the only loose 241 from under a CIA team
00:50:16:02,00:50:18:11,at the opera siege in Kiev.
00:50:18:15,00:50:20:00,He got the team.
00:50:20:04,00:50:21:05,Not the 241.
00:50:21:09,00:50:22:05,Who did?
00:50:22:09,00:50:24:13,Ukrainian security services.
00:50:24:18,00:50:27:00,It's moving to Tallinn in a week.
00:50:27:05,00:50:29:22,Helping an arms dealer steal weapons-grade plutonium
00:50:30:03,00:50:32:02,"is unacceptable, priya."
00:50:32:19,00:50:34:02,I'm just gonna take him out.
00:50:34:06,00:50:36:12,"No, no, no. Sator has to stay alive."
00:50:36:16,00:50:39:07,He has to stay alive until we know his part in things.
00:50:39:11,00:50:40:21,"Leverage the situation,"
00:50:41:01,00:50:43:01,without losing control of the 241.
00:50:43:05,00:50:44:16,It's too dangerous.
00:50:44:20,00:50:47:03,"A terrorist's bomb, even one that can kill billions,"
00:50:47:07,00:50:49:22,is nothing compared with what will happen if we don't stop sator.
00:50:50:02,00:50:51:16,From doing what?
00:50:51:20,00:50:55:11,We are being attacked by the future.
00:50:56:22,00:50:59:18,And sator's helping. You have to find out how.
00:51:15:19,00:51:18:02,I saw the news from Oslo. Do you have the drawing?
00:51:18:06,00:51:19:22,You don't have to worry about it anymore.
00:51:20:02,00:51:21:17,You destroyed it?
00:51:22:07,00:51:24:02,I didn't think you'd want it back.
00:51:24:06,00:51:25:06,Does he know?
00:51:25:09,00:51:26:19,Not yet. So sit tight.
00:51:26:23,00:51:27:24,Sit tight?
00:51:28:04,00:51:30:22,"Every day my son spends with that monster, he thinks a little less of me."
00:51:30:22,00:51:32:00,It won't be long.
00:51:32:03,00:51:34:16,"In the meantime, introduce me."
00:51:35:07,00:51:36:07,As what?
00:51:36:09,00:51:39:01,I'm a former first secretary from the American embassy in Riyadh.
00:51:39:06,00:51:40:23,We met at a party last June.
00:51:41:01,00:51:42:21,"We were at a party in Riyadh, but I don't think it was in June."
00:51:42:21,00:51:45:05,It was June 29th. 7:00 or 7:30.
00:51:45:09,00:51:48:01,Salmon was on the printed menu. Swapped for sea bass on the night.
00:51:48:06,00:51:49:22,Sator left early. That's when we met.
00:51:50:03,00:51:51:12,I came into shipley's in London.
00:51:51:17,00:51:53:04,You ran into me here
00:51:53:09,00:51:54:23,and wanna show me your yacht.
00:51:55:03,00:51:56:20,He'll think we're having an affair.
00:51:57:10,00:51:58:10,Then he'll wanna meet me.
00:51:58:14,00:51:59:14,Or have you killed.
00:51:59:17,00:52:01:20,Let me worry about that.
00:52:02:03,00:52:03:15,Did I look worried?
00:52:05:08,00:52:06:14,Sleeps 70 with crew.
00:52:06:18,00:52:09:06,Two helicopters. Missile defenses.
00:52:09:10,00:52:10:18,Afraid of pirates?
00:52:10:22,00:52:13:10,Andrel lives playing one government off the other.
00:52:13:14,00:52:15:02,"The day they turn, that's his refuge."
00:52:15:09,00:52:16:09,May I join you?
00:52:16:13,00:52:19:03,Not sure volkov's taking passengers just now.
00:52:19:07,00:52:20:23,Then we'll take mine.
00:52:54:22,00:52:55:22,Max!
00:52:57:15,00:52:59:15,Who's the American?
00:53:01:00,00:53:02:00,He's a friend.
00:53:02:13,00:53:04:08,The man from shipley's.
00:53:05:10,00:53:07:16,Who you tried to have beaten up.
00:53:08:19,00:53:11:04,"I ask again, who is he?"
00:53:13:22,00:53:16:09,We met in Riyadh last June at the American embassy.
00:53:16:14,00:53:18:24,Good with fists for a diplomat.
00:53:19:04,00:53:21:03,"Paranoia's your department, andrei."
00:53:21:08,00:53:24:11,He seems nice. I invited him to the dinner.
00:53:24:15,00:53:25:19,Max?
00:53:25:23,00:53:28:20,He's visiting Pompeii and herculaneum.
00:53:29:04,00:53:30:07,You just sent him off?
00:53:30:22,00:53:33:02,I promised him I'd go with him.
00:53:33:13,00:53:35:13,I explained you were busy.
00:53:37:03,00:53:39:10,With your friend.
00:54:00:14,00:54:02:01,"Hey, easy, fella."
00:54:02:15,00:54:04:20,"Where I'm from, you buy me dinner first."
00:54:15:10,00:54:17:20,- Mr. sator. - Don't bother.
00:54:19:11,00:54:21:17,Just tell me if you've slept with my wife yet.
00:54:22:07,00:54:23:23,Uh... no.
00:54:24:23,00:54:25:23,Not yet.
00:54:27:08,00:54:29:02,How would you like to die?
00:54:29:19,00:54:30:19,Old.
00:54:30:23,00:54:33:09,You chose the wrong profession.
00:54:35:07,00:54:37:02,There's a walled garden up the road.
00:54:37:07,00:54:39:12,"We are going to take you there, cut your throat."
00:54:39:17,00:54:42:15,"Not across. In the middle, like a hole."
00:54:43:01,00:54:45:15,"Then we take your balls and we stuff them in the cut,"
00:54:45:20,00:54:47:07,block the windpipe.
00:54:47:21,00:54:48:21,Complex.
00:54:48:23,00:54:51:20,It's very gratifying to watch a man you don't like
00:54:51:24,00:54:55:20,try to pull his own balls out of his throat before he chokes.
00:54:56:00,00:54:57:12,Is this how you treat all your guests?
00:54:57:15,00:54:59:02,We're finished.
00:55:03:03,00:55:04:03,Do you like opera?
00:55:11:00,00:55:12:02,Well?
00:55:12:06,00:55:13:11,Not here.
00:55:16:24,00:55:17:19,You sail?
00:55:17:24,00:55:19:04,I've messed around on boats.
00:55:19:09,00:55:22:06,Be on the dock at 8:00 ready to do more than mess around.
00:55:22:20,00:55:23:20,8:00 AM
00:55:38:11,00:55:40:17,Max has missed too much school this year.
00:55:40:21,00:55:42:03,I'm taking him back to england.
00:55:42:03,00:55:43:22,The school won't be okay with him missing so much of the term.
00:55:43:22,00:55:45:15,#NAME?
00:55:46:20,00:55:48:18,You have all the trappings of a king.
00:55:48:22,00:55:51:07,We both know you're a grubby little man playing power games
00:55:51:11,00:55:53:06,with a wife who doesn't love you anymore.
00:55:54:12,00:55:55:22,You seem...
00:55:57:01,00:55:58:20,Spirited today.
00:56:00:13,00:56:02:21,#NAME?
00:56:09:04,00:56:11:13,Were you worried it had been destroyed?
00:56:11:17,00:56:14:16,"Rest assured, instinct told me to remove it from the vault."
00:56:15:23,00:56:18:09,I've always had instincts about the future.
00:56:20:03,00:56:23:04,That's how I built this life you no longer value.
00:56:38:08,00:56:40:00,Sailing or diving?
00:56:57:05,00:56:58:14,Rising!
00:57:23:06,00:57:25:11,What do you know about opera?
00:57:25:21,00:57:28:21,"In 2008, a remote Russian missile station"
00:57:29:02,00:57:31:04,was overwhelmed and held for a week.
00:57:31:20,00:57:33:14,"When the station was retaken,"
00:57:33:18,00:57:37:10,241 on one warhead was three quarters of a kilo lighter.
00:57:41:12,00:57:43:12,The missing 241
00:57:43:16,00:57:46:14,surfaced at the opera house siege in Kiev on the 14th.
00:57:46:18,00:57:48:12,Coming about!
00:58:06:14,00:58:08:19,What do you propose?
00:58:09:18,00:58:10:18,Partnership.
00:58:10:20,00:58:12:19,I wouldn't partner with you.
00:58:12:23,00:58:15:23,You can take care of yourself. You have no record.
00:58:17:04,00:58:19:08,"Someone in the arms trade, with training,"
00:58:19:10,00:58:20:24,who knows how to cover his tracks.
00:58:21:04,00:58:22:06,Not that shocking.
00:58:22:10,00:58:24:16,For an intelligence agent.
00:58:24:20,00:58:26:15,Right!
00:58:29:12,00:58:30:18,"Burn in hell, andrei."
00:58:38:07,00:58:40:00,You can't jibe a boat like this!
00:58:40:04,00:58:41:10,You can if you have to.
00:59:09:07,00:59:11:01,- Kat... - Why didn't you let him drown?
00:59:11:05,00:59:12:07,I need him.
00:59:12:22,00:59:13:23,"What, to sell guns?"
00:59:14:03,00:59:15:05,I'm not who you think I am.
00:59:15:07,00:59:16:09,"Well, that I know."
00:59:16:13,00:59:18:05,He showed me the drawing.
00:59:19:06,00:59:21:16,I'm sorry. I had to get close to him.
00:59:21:20,00:59:23:18,I don't know what you think your husband does...
00:59:23:19,00:59:26:07,"Oh, we both know he's an arms dealer."
00:59:26:12,00:59:27:12,He's so much more.
00:59:28:02,00:59:29:02,"What, then?"
00:59:29:05,00:59:32:17,"Andrei sator holds all of our lives in his hands, not just yours."
00:59:41:01,00:59:42:14,Mr. sator wants to see you.
00:59:42:18,00:59:43:18,Okay.
00:59:44:07,00:59:45:07,Now.
00:59:46:10,00:59:48:10,"Uh, he wants to see me without pants?"
00:59:54:12,00:59:56:05,#NAME?
00:59:56:09,00:59:58:11,I'm not falling for it twice.
01:00:00:17,01:00:02:01,You have a better option?
01:00:05:01,01:00:06:22,Whatever it takes to get what you want.
01:00:07:02,01:00:09:14,Not a second's thought for me or my son.
01:00:14:06,01:00:16:08,What do you think he's gonna do to me now?
01:00:27:23,01:00:29:09,Try not to use it.
01:00:31:09,01:00:33:01,On anyone.
01:00:38:12,01:00:39:18,Enough.
01:00:43:12,01:00:46:07,See? Pulse of a man half my age.
01:00:49:14,01:00:51:04,Drink with me.
01:00:53:06,01:00:55:00,It seems I now owe you my life.
01:00:55:15,01:00:56:15,It's nothing.
01:00:56:19,01:00:58:09,My life is not nothing.
01:00:58:22,01:01:01:04,And I don't like to be in debt.
01:01:01:13,01:01:03:08,Then pay me.
01:01:03:12,01:01:05:13,No retribution against your wife.
01:01:08:22,01:01:11:04,You think she released my harness?
01:01:14:15,01:01:16:10,It was my own mistake.
01:01:17:02,01:01:19:00,Then help me steal the 241.
01:01:19:04,01:01:21:10,I need resources. It's weapons-grade plutonium.
01:01:21:14,01:01:23:12,"That means special handling, containment facilities..."
01:01:23:12,01:01:24:22,I know what it means.
01:01:27:06,01:01:30:06,You lecture me about radiation?
01:01:31:06,01:01:33:04,"Andrei sator,"
01:01:33:09,01:01:37:21,digging plutonium from the rubble of my city as a teenager.
01:01:38:02,01:01:39:02,Where?
01:01:41:17,01:01:43:15,Stalsk-12.
01:01:45:03,01:01:46:03,My home.
01:01:49:07,01:01:53:11,"One part of a warhead exploded at ground level, scattering the others."
01:01:59:22,01:02:01:15,It became my first contract.
01:02:01:19,01:02:05:02,Nobody else even bid. They thought it was a death sentence.
01:02:08:03,01:02:09:03,But...
01:02:11:00,01:02:13:17,One man's probability of death...
01:02:15:19,01:02:19:19,1ls another man's possibility for a life.
01:02:22:15,01:02:24:18,I staked my claim in the new Russia.
01:02:25:21,01:02:29:17,"Even now, my company is the only one to operate in the ruins."
01:02:30:17,01:02:33:17,"The 241 is being transported through northern Europe,"
01:02:33:21,01:02:37:23,on its way to the long-term nuclear storage depot in trieste.
01:02:39:05,01:02:41:11,I'm told you have resources in Tallinn.
01:02:46:08,01:02:48:12,Stay with us tonight.
01:02:48:16,01:02:50:07,I insist.
01:03:17:18,01:03:18:20,What do you want?
01:03:19:00,01:03:21:01,We're going to talk about today.
01:03:22:00,01:03:23:00,"No, we're not."
01:03:23:04,01:03:24:04,No?
01:03:26:04,01:03:27:05,We'll see.
01:03:27:18,01:03:29:09,Don't think for a second you can treat me
01:03:29:09,01:03:31:05,like you treat your other women.
01:03:33:07,01:03:35:05,"And, uh..."
01:03:36:08,01:03:38:07,How do you imagine...
01:03:39:07,01:03:40:18,"I treat these other women, huh?"
01:03:40:22,01:03:43:09,You think I force them into conversation?
01:03:43:13,01:03:44:21,"You wanna be quiet, fine."
01:03:45:02,01:03:46:16,You can bite down on that.
01:03:49:17,01:03:53:06,Even a soul as blank and brittle as yours needs a response.
01:03:54:19,01:03:56:20,"Is fear and pain enough, andrei?"
01:03:57:00,01:03:58:06,That's all I have to offer you.
01:03:58:09,01:03:59:21,"Well, that will have to do, then."
01:04:00:01,01:04:02:16,Why didn't you just let me go?
01:04:02:20,01:04:04:20,Because...
01:04:06:20,01:04:11:11,If I can't have you...
01:04:13:01,01:04:15:13,No one else can.
01:04:16:22,01:04:19:16,"And if you touch me, I scream so loud he hears."
01:04:19:20,01:04:21:15,You think I let him interfere?
01:04:21:20,01:04:24:07,"If he tried, you'd have to kill him."
01:04:24:12,01:04:25:12,End of deal.
01:04:27:06,01:04:29:11,So you leave me alone.
01:04:31:04,01:04:32:22,Not now!
01:06:52:21,01:06:56:23,Ninety-eight. Not bad for such exertion.
01:07:07:19,01:07:09:16,He was at the window.
01:07:11:12,01:07:12:17,I was curious.
01:07:14:02,01:07:16:23,My property shouldn't concern you.
01:07:17:03,01:07:18:17,Who are you?
01:07:18:21,01:07:20:23,How do you come by your information about the opera?
01:07:21:03,01:07:25:09,You wouldn't do business with someone who wasn't savvy enough to be recruited.
01:07:25:13,01:07:28:20,"Hell, the CIA provides two thirds of the market for fissile material."
01:07:28:23,01:07:31:09,"They're usually buying, not selling."
01:07:32:12,01:07:34:21,But we do live in a twilight world.
01:07:35:06,01:07:36:20,Is that Whitman? Pretty.
01:07:37:00,01:07:38:17,Next warning's a bullet in the brain.
01:07:41:05,01:07:42:09,No balls in my throat?
01:07:43:15,01:07:46:01,There will be no time for such things...
01:07:46:05,01:07:47:05,In Tallinn.
01:07:47:23,01:07:51:13,You make your way there. I want volkov on your team.
01:07:51:18,01:07:52:18,No.
01:07:56:01,01:07:59:13,I spring the material. You pay me off.
01:07:59:17,01:08:01:07,Your wife does the exchange.
01:08:01:11,01:08:02:20,I never involve her in my business.
01:08:02:21,01:08:04:09,"Yeah, that's why I trust her."
01:08:04:24,01:08:06:12,Put him ashore.
01:08:07:00,01:08:08:07,How do I contact you?
01:08:08:08,01:08:09:04,You don't.
01:08:09:08,01:08:10:24,How do you advance me the funds?
01:08:14:21,01:08:17:21,Handle the plutonium better than that.
01:08:28:01,01:08:29:05,What did you find on the gold?
01:08:29:06,01:08:31:05,"No Franks, no mold marks. Nothing."
01:08:31:10,01:08:33:09,#NAME?
01:08:33:22,01:08:36:21,"He buries his time capsule, transmits the location,"
01:08:37:02,01:08:40:02,then digs it up to collect the inverted materials they sent.
01:08:40:15,01:08:43:11,Seemingly instantaneous. Where's he bury it?
01:08:43:15,01:08:46:13,Some place that won't be discovered for centuries.
01:08:46:17,01:08:48:11,What did the soil samples show?
01:08:48:22,01:08:50:24,"Northern Europe, Asia."
01:08:51:04,01:08:52:08,Radioactive.
01:08:52:12,01:08:55:09,Everything salvaged from Oslo's been shipped here.
01:08:56:06,01:08:57:06,Why am I here?
01:08:57:09,01:09:00:14,I don't trust anyone else to assess the pieces.
01:09:01:09,01:09:03:21,"Via convoy through downtown, what's the thinking?"
01:09:04:01,01:09:06:19,Crowded. Unpredictable traffic patterns.
01:09:06:23,01:09:09:01,It's almost impossible to plan an ambush.
01:09:09:05,01:09:10:20,They have a point.
01:09:11:14,01:09:13:01,Is the convoy monitored from the air?
01:09:13:02,01:09:16:17,"Tracked by GPS. One wrong turn, in come the cavalry."
01:09:16:23,01:09:18:04,We need big guns.
01:09:18:07,01:09:20:14,Guns that make the point without being fired.
01:09:20:18,01:09:23:21,We need a fast car that doesn't look fast. Four heavy vehicles.
01:09:24:01,01:09:25:06,All different.
01:09:25:10,01:09:28:07,"Bus, coach, 18-Wheeler. One of them has to be a fire truck."
01:09:29:03,01:09:32:03,"Most of all, we have to set this up with nothing in the record."
01:09:32:08,01:09:34:05,"Nothing electronic, nothing paper."
01:09:34:09,01:09:38:12,I don't want sator ambushing us once we spring the material.
01:09:38:16,01:09:41:07,His ignorance is our only protection.
01:10:18:21,01:10:20:03,"You see, Kat?"
01:10:21:02,01:10:23:08,Some of my favorites.
01:10:24:21,01:10:29:17,"Singed but, uh, salvageable, wouldn't you say?"
01:10:29:21,01:10:32:09,"- That's not my area of expertise. - Ah, that's right."
01:10:32:13,01:10:36:00,You would never have anything to do with such things.
01:10:36:21,01:10:39:08,But this is where our worlds collide.
01:10:39:12,01:10:41:02,"What is this, andrei?"
01:10:41:06,01:10:44:05,"You know perfectly well what it is, Kat."
01:10:47:01,01:10:48:10,The filthy business
01:10:49:03,01:10:52:10,"that put those clothes on your back and our boy in his school,"
01:10:52:14,01:10:54:18,that you thought you could negotiate your way around.
01:11:04:17,01:11:06:00,Time to go.
01:11:06:04,01:11:07:11,I'm not going anywhere with him.
01:11:07:16,01:11:08:16,Ll ook at me!
01:11:10:06,01:11:12:10,"And understand,"
01:11:12:14,01:11:15:03,you don't negotiate with a tiger.
01:11:15:08,01:11:19:07,You admire a tiger until he turns on you
01:11:19:12,01:11:23:11,and you feel its true fucking nature!
01:11:24:05,01:11:25:10,Don't.
01:11:26:12,01:11:28:13,You stay right there.
01:11:32:03,01:11:34:12,Green. Two minutes.
01:11:58:07,01:11:59:10,You are not going to kill me.
01:11:59:12,01:12:01:08,I already tried.
01:12:01:10,01:12:02:12,You pushed me off a boat.
01:12:02:15,01:12:04:14,You are not going to shoot me in cold blood.
01:12:05:01,01:12:07:06,"My blood's not cold, andrei."
01:12:07:11,01:12:10:14,"No, but you're not angry enough."
01:12:12:09,01:12:15:18,Because anger scars over into despair.
01:12:17:20,01:12:20:01,I look in your eyes...
01:12:21:13,01:12:23:04,I see despair.
01:12:27:04,01:12:30:05,Vengeful bitch! Living off me!
01:12:30:09,01:12:31:21,Thinking that you're better!
01:12:32:01,01:12:33:03,Enough!
01:12:57:16,01:13:00:06,Tell me everything as it happens.
01:13:02:15,01:13:04:11,Seal me this side.
01:13:21:20,01:13:24:02,"Yellow, 60 seconds."
01:13:24:07,01:13:25:19,60. Check.
01:13:40:14,01:13:42:24,"Blue, 45 seconds."
01:13:43:09,01:13:44:24,"Blue, 45, check."
01:14:01:13,01:14:03:22,"Okay, red. Coming to you."
01:14:19:06,01:14:21:21,Watch everything. Give me all the details.
01:15:07:04,01:15:08:11,"All right, everyone set?"
01:15:14:07,01:15:16:07,And five...
01:15:17:04,01:15:18:14,Four...
01:15:19:13,01:15:20:13,Three...
01:15:21:15,01:15:22:15,Two...
01:15:24:19,01:15:25:19,One.
01:15:48:12,01:15:49:13,"Go, yellow!"
01:15:53:06,01:15:54:15,We got a problem!
01:15:54:19,01:15:57:13,"Backup, we need backup! Shit!"
01:18:04:00,01:18:06:00,Check the radio chatter.
01:18:22:22,01:18:25:07,I've seen samples of encapsulation in every weapons class.
01:18:25:08,01:18:26:18,This is not one of them.
01:18:26:22,01:18:28:12,That's what he's after.
01:18:32:06,01:18:33:10,Can't understand this.
01:18:33:14,01:18:34:24,You said you spoke Estonian.
01:18:35:04,01:18:36:14,It's not Estonian.
01:18:36:18,01:18:37:20,It's backwards.
01:18:43:06,01:18:44:12,The hell is that?
01:18:59:20,01:19:01:04,"Go, go, go!"
01:19:47:16,01:19:49:05,Don't give it to him.
01:19:49:18,01:19:50:21,This isn't plutonium.
01:19:51:01,01:19:52:09,"It's worse than that, god damn it!"
01:20:11:01,01:20:12:02,Sorry.
01:20:28:06,01:20:29:06,He's getting away.
01:20:31:06,01:20:32:12,He left her in the car!
01:20:32:13,01:20:34:20,"Go after her, go! Go, go, go!"
01:20:48:07,01:20:49:12,Pull up alongside!
01:21:05:07,01:21:07:15,"Come on, come on. Closer!"
01:21:11:12,01:21:12:24,"Keep it steady, keep it steady!"
01:21:15:03,01:21:16:17,Hurry up!
01:21:18:05,01:21:19:09,Please!
01:21:55:16,01:21:58:06,"All right, sit tight. I'm calling the cavalry."
01:21:59:05,01:22:00:12,What cavalry?
01:23:04:21,01:23:06:22,"If you are not telling the truth, she dies."
01:23:09:16,01:23:11:02,I don't know what you're talkin' about.
01:23:11:03,01:23:13:02,"You left it in the car, not the fire truck, right?"
01:23:15:13,01:23:17:04,"- Who told you that? - Just tell me now,"
01:23:17:05,01:23:18:13,is it really in the BMW?
01:23:19:19,01:23:20:19,I don't know.
01:23:20:20,01:23:22:07,Tell me or I'll shoot her again!
01:23:24:04,01:23:25:04,I eave her alone!
01:23:25:08,01:23:26:17,Kill him!
01:23:26:21,01:23:28:17,I don't have time to negotiate.
01:23:34:08,01:23:35:14,- Listen to me! - Three.
01:23:35:14,01:23:36:14,I can help you.
01:23:36:16,01:23:37:21,- Help me! - Two.
01:23:38:01,01:23:39:01,Please!
01:23:39:04,01:23:40:05,- Don't! - One.
01:23:44:16,01:23:46:07,Next one's a bullet to the head.
01:23:47:21,01:23:49:08,- No! - One.
01:23:49:13,01:23:51:01,Two. Three.
01:23:51:06,01:23:52:09,Okay! Okay.
01:23:53:06,01:23:55:10,The car. The BMW.
01:23:55:14,01:23:56:10,I left it in the bmv.
01:23:56:12,01:23:58:00,We're going to check this is real.
01:24:00:19,01:24:01:19,It's in the glove box!
01:24:02:23,01:24:04:22,Where did you leave it?
01:24:05:18,01:24:07:21,"Car or fire truck, which one?"
01:24:08:01,01:24:10:21,Which vehicle did you leave it in? I need to know before I go out there.
01:24:12:17,01:24:13:17,I believe you.
01:24:14:09,01:24:16:09,"You wanted her here, I hope you'll be happy..."
01:24:28:19,01:24:29:22,Clear!
01:24:30:11,01:24:32:01,"Wheeler, go check the other side."
01:24:32:04,01:24:33:09,You two.
